ts_code,trade_date,up_limit,down_limit
920748.BJ,20260108,58.47,31.49
920735.BJ,20260108,45.69,24.61
920729.BJ,20260108,11.53,6.21
920726.BJ,20260108,28.13,15.15
920725.BJ,20260108,45.37,24.43
920720.BJ,20260108,18.44,9.94
920719.BJ,20260108,17.26,9.3
920718.BJ,20260108,20.34,10.96
920717.BJ,20260108,14.62,7.88
920706.BJ,20260108,32.73,17.63
920703.BJ,20260108,19.34,10.42
920701.BJ,20260108,24.02,12.94
920699.BJ,20260108,67.52,36.36
920694.BJ,20260108,26.72,14.4
920693.BJ,20260108,53.95,29.05
920690.BJ,20260108,44.82,24.14
920689.BJ,20260108,41.28,22.24
920685.BJ,20260108,18.25,9.83
920682.BJ,20260108,12.22,6.58
920679.BJ,20260108,26.45,14.25
920675.BJ,20260108,13.33,7.19
920670.BJ,20260108,21.9,11.8
920665.BJ,20260108,18.46,9.94
920663.BJ,20260108,23.24,12.52
920662.BJ,20260108,38.96,20.98
920656.BJ,20260108,22.9,12.34
920651.BJ,20260108,57.94,31.2
920642.BJ,20260108,21.94,11.82
920641.BJ,20260108,23.84,12.84
920640.BJ,20260108,51.71,27.85
920639.BJ,20260108,10.53,5.67
920634.BJ,20260108,34.22,18.44
920627.BJ,20260108,31.46,16.94
920608.BJ,20260108,25.15,13.55
920599.BJ,20260108,28.49,15.35
920593.BJ,20260108,47.13,25.39
920592.BJ,20260108,52.63,28.35
920580.BJ,20260108,20.15,10.85
920579.BJ,20260108,33.83,18.23
920578.BJ,20260108,34.06,18.34
920576.BJ,20260108,119.6,64.4
920575.BJ,20260108,11.5,6.2
920571.BJ,20260108,12.9,6.96
920570.BJ,20260108,45.24,24.36
920566.BJ,20260108,14.93,8.05
920564.BJ,20260108,30.14,16.24
920556.BJ,20260108,13.37,7.21
920553.BJ,20260108,13.29,7.17
920547.BJ,20260108,31.73,17.09
920541.BJ,20260108,18.05,9.73
920533.BJ,20260108,39.68,21.38
920527.BJ,20260108,24.29,13.09
920526.BJ,20260108,32.74,17.64
920523.BJ,20260108,35.28,19.0
920522.BJ,20260108,90.92,48.96
920519.BJ,20260108,16.04,8.64
920510.BJ,20260108,25.55,13.77
920509.BJ,20260108,52.19,28.11
920508.BJ,20260108,29.96,16.14
920505.BJ,20260108,64.33,34.65
920504.BJ,20260108,32.59,17.55
920496.BJ,20260108,13.33,7.19
920493.BJ,20260108,183.04,98.56
920491.BJ,20260108,40.24,21.68
920489.BJ,20260108,27.04,14.56
920478.BJ,20260108,24.67,13.29
920476.BJ,20260108,27.96,15.06
920475.BJ,20260108,22.75,12.25
920471.BJ,20260108,16.99,9.15
920469.BJ,20260108,15.74,8.48
920455.BJ,20260108,11.2,6.04
920454.BJ,20260108,21.54,11.6
920445.BJ,20260108,15.47,8.33
920438.BJ,20260108,51.45,27.71
920436.BJ,20260108,23.27,12.53
920433.BJ,20260108,7.74,4.18
920429.BJ,20260108,19.92,10.74
920427.BJ,20260108,17.79,9.59
920425.BJ,20260108,27.72,14.94
920422.BJ,20260108,17.47,9.41
920419.BJ,20260108,20.96,11.3
920418.BJ,20260108,39.26,21.14
920415.BJ,20260108,18.64,10.04
920414.BJ,20260108,14.93,8.05
920407.BJ,20260108,30.95,16.67
920405.BJ,20260108,37.31,20.09
920403.BJ,20260108,30.09,16.21
920402.BJ,20260108,13.94,7.52
920396.BJ,20260108,46.54,25.06
920395.BJ,20260108,15.3,8.24
920394.BJ,20260108,57.44,30.94
920392.BJ,20260108,41.23,22.21
920378.BJ,20260108,12.97,6.99
920375.BJ,20260108,17.95,9.67
920374.BJ,20260108,32.22,17.36
920371.BJ,20260108,13.74,7.4
920370.BJ,20260108,5.43,2.93
920368.BJ,20260108,33.34,17.96
920367.BJ,20260108,26.79,14.43
920363.BJ,20260108,26.44,14.24
920357.BJ,20260108,31.05,16.73
920351.BJ,20260108,29.65,15.97
920346.BJ,20260108,33.0,17.78
920344.BJ,20260108,31.62,17.04
920339.BJ,20260108,13.0,7.0
920305.BJ,20260108,13.2,7.12
920304.BJ,20260108,17.91,9.65
920300.BJ,20260108,20.83,11.23
920299.BJ,20260108,28.02,15.1
920284.BJ,20260108,53.56,28.84
920278.BJ,20260108,11.97,6.45
920275.BJ,20260108,11.57,6.23
920274.BJ,20260108,37.33,20.11
920273.BJ,20260108,43.53,23.45
920271.BJ,20260108,21.6,11.64
920270.BJ,20260108,26.11,14.07
920267.BJ,20260108,30.75,16.57
920266.BJ,20260108,11.96,6.44
920263.BJ,20260108,17.13,9.23
920262.BJ,20260108,31.87,17.17
920261.BJ,20260108,19.91,10.73
920260.BJ,20260108,14.56,7.84
920252.BJ,20260108,40.74,21.94
920249.BJ,20260108,17.99,9.69
920247.BJ,20260108,34.91,18.81
920245.BJ,20260108,37.71,20.31
920242.BJ,20260108,39.03,21.03
920239.BJ,20260108,43.61,23.49
920237.BJ,20260108,33.15,17.85
920230.BJ,20260108,16.3,8.78
920227.BJ,20260108,78.66,42.36
920225.BJ,20260108,49.95,26.91
920223.BJ,20260108,30.3,16.32
920221.BJ,20260108,22.59,12.17
920212.BJ,20260108,18.07,9.73
920208.BJ,20260108,32.44,17.48
920207.BJ,20260108,28.49,15.35
920204.BJ,20260108,23.8,12.82
920199.BJ,20260108,72.39,38.99
920198.BJ,20260108,14.32,7.72
920195.BJ,20260108,28.87,15.55
920190.BJ,20260108,36.36,19.58
920185.BJ,20260108,44.46,23.94
920184.BJ,20260108,25.68,13.84
920179.BJ,20260108,60.06,32.34
920175.BJ,20260108,15.18,8.18
920174.BJ,20260108,64.27,34.61
920171.BJ,20260108,30.78,16.58
920169.BJ,20260108,42.91,23.11
920167.BJ,20260108,22.78,12.28
920163.BJ,20260108,18.95,10.21
920160.BJ,20260108,34.42,18.54
920158.BJ,20260108,20.29,10.93
920152.BJ,20260108,33.6,18.1
920149.BJ,20260108,15.41,8.31
920146.BJ,20260108,11.47,6.19
920145.BJ,20260108,28.8,15.52
920139.BJ,20260108,28.99,15.61
920132.BJ,20260108,21.58,11.62
920130.BJ,20260108,32.72,17.62
920128.BJ,20260108,38.5,20.74
920124.BJ,20260108,24.07,12.97
920123.BJ,20260108,20.03,10.79
920122.BJ,20260108,44.49,23.97
920121.BJ,20260108,59.63,32.11
920118.BJ,20260108,29.91,16.11
920116.BJ,20260108,116.45,62.71
920112.BJ,20260108,49.75,26.79
920111.BJ,20260108,31.42,16.92
920110.BJ,20260108,47.9,25.8
920108.BJ,20260108,17.83,9.61
920106.BJ,20260108,104.57,56.31
920101.BJ,20260108,53.06,28.58
920100.BJ,20260108,91.0,49.0
920099.BJ,20260108,42.79,23.05
920098.BJ,20260108,40.46,21.8
920092.BJ,20260108,56.78,30.58
920091.BJ,20260108,111.09,59.83
920090.BJ,20260108,8.46,4.56
920089.BJ,20260108,26.02,14.02
920088.BJ,20260108,43.26,23.3
920087.BJ,20260108,21.13,11.39
920082.BJ,20260108,23.41,12.61
920080.BJ,20260108,35.99,19.39
920077.BJ,20260108,23.42,12.62
920075.BJ,20260108,35.08,18.9
920068.BJ,20260108,25.54,13.76
920066.BJ,20260108,32.78,17.66
920062.BJ,20260108,13.16,7.1
920061.BJ,20260108,39.27,21.15
920060.BJ,20260108,43.77,23.57
920058.BJ,20260108,44.61,24.03
920057.BJ,20260108,8.54,4.6
920056.BJ,20260108,32.69,17.61
920047.BJ,20260108,31.73,17.09
920046.BJ,20260108,18.07,9.73
920045.BJ,20260108,447.2,240.8
920039.BJ,20260108,14.95,8.05
920037.BJ,20260108,112.51,60.59
920035.BJ,20260108,53.43,28.77
920033.BJ,20260108,23.99,12.93
920030.BJ,20260108,8.74,4.72
920029.BJ,20260108,119.27,64.23
920027.BJ,20260108,28.76,15.5
920026.BJ,20260108,48.76,26.26
920023.BJ,20260108,5.99,3.23
920022.BJ,20260108,39.11,21.07
920021.BJ,20260108,8.71,4.69
920020.BJ,20260108,22.72,12.24
920019.BJ,20260108,26.83,14.45
920018.BJ,20260108,36.95,19.91
920017.BJ,20260108,24.37,13.13
920016.BJ,20260108,25.67,13.83
920015.BJ,20260108,74.75,40.25
920014.BJ,20260108,15.39,8.29
920010.BJ,20260108,14.98,8.08
920009.BJ,20260108,101.14,54.46
920008.BJ,20260108,40.14,21.62
920007.BJ,20260108,92.14,49.62
920006.BJ,20260108,35.24,18.98
920005.BJ,20260108,54.49,29.35
920003.BJ,20260108,43.35,23.35
920002.BJ,20260108,141.37,76.13
920001.BJ,20260108,26.35,14.19
920000.BJ,20260108,25.42,13.7
900948.BJ,20260108,2.094,1.714
900947.BJ,20260108,0.305,0.249
900946.BJ,20260108,0.248,0.203
900945.BJ,20260108,0.319,0.261
900943.BJ,20260108,0.547,0.447
900942.BJ,20260108,0.789,0.645
900941.BJ,20260108,0.552,0.452
900940.BJ,20260108,0.237,0.194
900939.BJ,20260108,0.69,0.564
900938.BJ,20260108,0.279,0.229
900937.BJ,20260108,0.176,0.144
900936.BJ,20260108,1.202,0.984
900934.BJ,20260108,1.478,1.21
900932.BJ,20260108,0.451,0.369
900929.BJ,20260108,1.242,1.016
900928.BJ,20260108,0.796,0.652
900927.BJ,20260108,0.438,0.358
900926.BJ,20260108,1.114,0.912
900925.BJ,20260108,1.764,1.444
900924.BJ,20260108,0.436,0.356
900923.BJ,20260108,0.607,0.497
900922.BJ,20260108,0.723,0.591
900921.BJ,20260108,0.175,0.143
900920.BJ,20260108,0.309,0.253
900918.BJ,20260108,0.405,0.331
900917.BJ,20260108,0.294,0.24
900916.BJ,20260108,0.425,0.347
900915.BJ,20260108,0.455,0.373
900914.BJ,20260108,0.563,0.461
900913.BJ,20260108,0.235,0.193
900912.BJ,20260108,0.76,0.622
900911.BJ,20260108,0.816,0.668
900910.BJ,20260108,0.662,0.542
900909.BJ,20260108,0.572,0.468
900908.BJ,20260108,0.763,0.625
900906.BJ,20260108,0.327,0.267
900905.BJ,20260108,3.82,3.126
900904.BJ,20260108,0.558,0.456
900903.BJ,20260108,0.227,0.185
900902.BJ,20260108,0.199,0.163
900901.BJ,20260108,0.732,0.599
689009.SH,20260108,66.72,44.48
688981.SH,20260108,155.98,103.98
688819.SH,20260108,40.3,26.86
688809.SH,20260108,395.72,263.82
688807.SH,20260108,241.44,160.96
688805.SH,20260108,56.62,37.74
688802.SH,20260108,724.75,483.17
688800.SH,20260108,99.42,66.28
688799.SH,20260108,59.98,39.98
688798.SH,20260108,94.4,62.94
688796.SH,20260108,66.91,44.61
688795.SH,20260108,741.05,494.03
688793.SH,20260108,27.76,18.5
688790.SH,20260108,198.6,132.4
688789.SH,20260108,95.32,63.54
688788.SH,20260108,83.58,55.72
688787.SH,20260108,147.64,98.42
688786.SH,20260108,36.24,24.16
688783.SH,20260108,31.13,20.75
688779.SH,20260108,9.52,6.34
688778.SH,20260108,97.98,65.32
688777.SH,20260108,60.04,40.02
688776.SH,20260108,128.36,85.58
688775.SH,20260108,293.16,195.44
688772.SH,20260108,25.92,17.28
688768.SH,20260108,53.32,35.54
688767.SH,20260108,55.43,36.95
688766.SH,20260108,219.6,146.4
688765.SH,20260108,93.79,62.53
688759.SH,20260108,49.68,33.12
688758.SH,20260108,22.26,14.84
688757.SH,20260108,34.33,22.89
688755.SH,20260108,49.52,33.02
688750.SH,20260108,24.23,16.15
688739.SH,20260108,31.28,20.86
688737.SH,20260108,27.6,18.4
688733.SH,20260108,37.2,24.8
688729.SH,20260108,32.33,21.55
688728.SH,20260108,19.18,12.78
688727.SH,20260108,74.47,49.65
688726.SH,20260108,44.52,29.68
688722.SH,20260108,23.75,15.83
688721.SH,20260108,60.83,40.55
688720.SH,20260108,89.92,59.94
688719.SH,20260108,55.6,37.06
688718.SH,20260108,15.8,10.54
688717.SH,20260108,82.62,55.08
688716.SH,20260108,50.75,33.83
688711.SH,20260108,39.52,26.34
688710.SH,20260108,66.37,44.25
688709.SH,20260108,58.08,38.72
688708.SH,20260108,77.76,51.84
688707.SH,20260108,17.82,11.88
688702.SH,20260108,157.18,104.78
688701.SH,20260108,9.76,6.5
688700.SH,20260108,44.58,29.72
688699.SH,20260108,55.87,37.25
688698.SH,20260108,115.27,76.85
688697.SH,20260108,19.2,12.8
688696.SH,20260108,130.69,87.13
688695.SH,20260108,33.19,22.13
688693.SH,20260108,46.27,30.85
688692.SH,20260108,331.32,220.88
688691.SH,20260108,130.33,86.89
688690.SH,20260108,32.2,21.46
688689.SH,20260108,34.74,23.16
688687.SH,20260108,31.28,20.86
688686.SH,20260108,150.59,100.39
688685.SH,20260108,65.35,43.57
688683.SH,20260108,39.12,26.08
688682.SH,20260108,69.16,46.1
688681.SH,20260108,21.28,14.18
688680.SH,20260108,47.93,31.95
688679.SH,20260108,30.55,20.37
688678.SH,20260108,29.62,19.74
688677.SH,20260108,54.78,36.52
688676.SH,20260108,104.27,69.51
688671.SH,20260108,28.06,18.7
688670.SH,20260108,25.22,16.82
688669.SH,20260108,29.98,19.98
688668.SH,20260108,142.98,95.32
688667.SH,20260108,87.9,58.6
688665.SH,20260108,60.52,40.34
688663.SH,20260108,50.93,33.95
688662.SH,20260108,74.08,49.38
688661.SH,20260108,78.02,52.02
688660.SH,20260108,20.89,13.93
688659.SH,20260108,11.39,7.59
688658.SH,20260108,33.74,22.5
688657.SH,20260108,64.88,43.26
688656.SH,20260108,189.8,126.54
688655.SH,20260108,21.46,14.3
688653.SH,20260108,15.28,10.18
688652.SH,20260108,138.0,92.0
688651.SH,20260108,64.88,43.26
688648.SH,20260108,82.88,55.26
688646.SH,20260108,43.12,28.74
688639.SH,20260108,42.24,28.16
688638.SH,20260108,44.51,29.67
688636.SH,20260108,52.62,35.08
688633.SH,20260108,29.22,19.48
688631.SH,20260108,83.58,55.72
688630.SH,20260108,173.4,115.6
688629.SH,20260108,129.0,86.0
688628.SH,20260108,38.71,25.81
688627.SH,20260108,293.15,195.43
688626.SH,20260108,100.32,66.88
688625.SH,20260108,62.35,41.57
688623.SH,20260108,126.6,84.4
688622.SH,20260108,141.95,94.63
688621.SH,20260108,86.52,57.68
688620.SH,20260108,15.08,10.06
688619.SH,20260108,16.69,11.13
688618.SH,20260108,36.24,24.16
688617.SH,20260108,309.18,206.12
688616.SH,20260108,14.8,9.86
688615.SH,20260108,296.21,197.47
688613.SH,20260108,25.92,17.28
688612.SH,20260108,40.66,27.1
688611.SH,20260108,70.03,46.69
688610.SH,20260108,80.18,53.46
688609.SH,20260108,12.22,8.14
688608.SH,20260108,280.8,187.2
688607.SH,20260108,53.54,35.7
688606.SH,20260108,78.0,52.0
688605.SH,20260108,88.2,58.8
688603.SH,20260108,96.67,64.45
688602.SH,20260108,11.0,7.34
688601.SH,20260108,59.09,39.39
688600.SH,20260108,32.16,21.44
688599.SH,20260108,21.12,14.08
688598.SH,20260108,36.54,24.36
688597.SH,20260108,10.22,6.82
688596.SH,20260108,40.82,27.22
688595.SH,20260108,41.58,27.72
688593.SH,20260108,25.8,17.2
688592.SH,20260108,53.74,35.82
688591.SH,20260108,55.19,36.79
688590.SH,20260108,23.15,15.43
688589.SH,20260108,28.18,18.78
688588.SH,20260108,17.58,11.72
688586.SH,20260108,15.85,10.57
688585.SH,20260108,152.8,101.86
688584.SH,20260108,28.1,18.74
688583.SH,20260108,115.8,77.2
688582.SH,20260108,83.2,55.46
688581.SH,20260108,74.15,49.43
688580.SH,20260108,77.44,51.62
688579.SH,20260108,13.12,8.74
688578.SH,20260108,130.08,86.72
688577.SH,20260108,112.08,74.72
688576.SH,20260108,78.24,52.16
688575.SH,20260108,18.64,12.42
688573.SH,20260108,28.8,19.2
688571.SH,20260108,9.28,6.18
688570.SH,20260108,22.39,14.93
688569.SH,20260108,26.36,17.58
688568.SH,20260108,69.85,46.57
688567.SH,20260108,19.75,13.17
688566.SH,20260108,36.42,24.28
688565.SH,20260108,13.96,9.3
688563.SH,20260108,71.71,47.81
688562.SH,20260108,29.64,19.76
688561.SH,20260108,44.66,29.78
688560.SH,20260108,18.86,12.58
688559.SH,20260108,64.96,43.3
688558.SH,20260108,35.94,23.96
688557.SH,20260108,44.71,29.81
688556.SH,20260108,15.36,10.24
688553.SH,20260108,23.45,15.63
688552.SH,20260108,45.0,30.0
688551.SH,20260108,45.59,30.39
688550.SH,20260108,57.86,38.58
688549.SH,20260108,12.04,8.02
688548.SH,20260108,21.74,14.5
688545.SH,20260108,53.82,35.88
688543.SH,20260108,73.0,48.66
688539.SH,20260108,59.46,39.64
688538.SH,20260108,3.25,2.17
688536.SH,20260108,209.99,139.99
688535.SH,20260108,145.86,97.24
688533.SH,20260108,36.2,24.14
688531.SH,20260108,83.05,55.37
688530.SH,20260108,20.56,13.7
688529.SH,20260108,22.8,15.2
688528.SH,20260108,12.53,8.35
688526.SH,20260108,19.14,12.76
688525.SH,20260108,154.78,103.18
688523.SH,20260108,88.92,59.28
688522.SH,20260108,48.61,32.41
688521.SH,20260108,182.69,121.79
688520.SH,20260108,57.34,38.22
688519.SH,20260108,95.64,63.76
688518.SH,20260108,33.73,22.49
688517.SH,20260108,19.49,12.99
688516.SH,20260108,62.76,41.84
688515.SH,20260108,131.41,87.61
688513.SH,20260108,71.76,47.84
688512.SH,20260108,13.75,9.17
688511.SH,20260108,38.1,25.4
688510.SH,20260108,33.92,22.62
688509.SH,20260108,6.44,4.3
688508.SH,20260108,77.12,51.42
688507.SH,20260108,129.43,86.29
688506.SH,20260108,406.07,270.71
688505.SH,20260108,10.3,6.86
688503.SH,20260108,84.24,56.16
688502.SH,20260108,517.8,345.2
688501.SH,20260108,33.86,22.58
688500.SH,20260108,77.29,51.53
688499.SH,20260108,75.61,50.41
688498.SH,20260108,840.84,560.56
688496.SH,20260108,7.07,4.71
688489.SH,20260108,54.94,36.62
688488.SH,20260108,20.94,13.96
688486.SH,20260108,100.8,67.2
688485.SH,20260108,21.44,14.3
688484.SH,20260108,51.48,34.32
688480.SH,20260108,74.52,49.68
688479.SH,20260108,22.94,15.3
688478.SH,20260108,47.69,31.79
688475.SH,20260108,36.6,24.4
688472.SH,20260108,19.06,12.7
688469.SH,20260108,8.32,5.54
688468.SH,20260108,9.08,6.06
688466.SH,20260108,20.14,13.42
688459.SH,20260108,11.64,7.76
688458.SH,20260108,49.13,32.75
688456.SH,20260108,80.29,53.53
688455.SH,20260108,24.49,16.33
688450.SH,20260108,33.29,22.19
688449.SH,20260108,64.15,42.77
688448.SH,20260108,62.04,41.36
688443.SH,20260108,34.36,22.9
688439.SH,20260108,77.7,51.8
688435.SH,20260108,59.41,39.61
688433.SH,20260108,87.64,58.42
688432.SH,20260108,16.43,10.95
688429.SH,20260108,16.18,10.78
688428.SH,20260108,25.98,17.32
688426.SH,20260108,30.17,20.11
688425.SH,20260108,6.35,4.23
688420.SH,20260108,29.04,19.36
688419.SH,20260108,37.54,25.02
688418.SH,20260108,55.0,36.66
688416.SH,20260108,90.02,60.02
688411.SH,20260108,300.54,200.36
688410.SH,20260108,18.82,12.54
688409.SH,20260108,95.68,63.78
688408.SH,20260108,54.07,36.05
688403.SH,20260108,20.04,13.36
688401.SH,20260108,65.64,43.76
688400.SH,20260108,55.76,37.18
688399.SH,20260108,81.77,54.51
688398.SH,20260108,21.01,14.01
688396.SH,20260108,72.61,48.41
688395.SH,20260108,29.09,19.39
688393.SH,20260108,31.03,20.69
688392.SH,20260108,147.48,98.32
688391.SH,20260108,36.01,24.01
688390.SH,20260108,91.98,61.32
688389.SH,20260108,16.07,10.71
688388.SH,20260108,51.12,34.08
688387.SH,20260108,14.87,9.91
688386.SH,20260108,107.5,71.66
688385.SH,20260108,98.42,65.62
688383.SH,20260108,96.43,64.29
688382.SH,20260108,38.77,25.85
688381.SH,20260108,28.75,19.17
688380.SH,20260108,41.57,27.71
688379.SH,20260108,70.75,47.17
688378.SH,20260108,35.76,23.84
688377.SH,20260108,43.92,29.28
688376.SH,20260108,74.5,49.66
688375.SH,20260108,129.18,86.12
688373.SH,20260108,7.76,5.18
688372.SH,20260108,134.76,89.84
688371.SH,20260108,24.7,16.46
688370.SH,20260108,31.63,21.09
688369.SH,20260108,31.42,20.94
688368.SH,20260108,151.32,100.88
688367.SH,20260108,38.34,25.56
688366.SH,20260108,53.92,35.94
688365.SH,20260108,21.13,14.09
688363.SH,20260108,53.53,35.69
688362.SH,20260108,46.14,30.76
688361.SH,20260108,214.8,143.2
688360.SH,20260108,25.13,16.75
688359.SH,20260108,83.12,55.42
688358.SH,20260108,38.4,25.6
688357.SH,20260108,40.62,27.08
688356.SH,20260108,113.74,75.82
688355.SH,20260108,21.54,14.36
688353.SH,20260108,137.02,91.34
688352.SH,20260108,15.88,10.58
688351.SH,20260108,30.07,20.05
688350.SH,20260108,33.47,22.31
688349.SH,20260108,32.09,21.39
688348.SH,20260108,64.44,42.96
688347.SH,20260108,150.44,100.3
688345.SH,20260108,39.67,26.45
688343.SH,20260108,92.89,61.93
688339.SH,20260108,34.44,22.96
688338.SH,20260108,31.86,21.24
688337.SH,20260108,47.64,31.76
688336.SH,20260108,75.64,50.42
688335.SH,20260108,38.69,25.79
688334.SH,20260108,24.31,16.21
688333.SH,20260108,121.5,81.0
688332.SH,20260108,160.45,106.97
688331.SH,20260108,109.49,72.99
688330.SH,20260108,45.65,30.43
688329.SH,20260108,25.91,17.27
688328.SH,20260108,40.1,26.74
688327.SH,20260108,17.98,11.98
688326.SH,20260108,151.57,101.05
688325.SH,20260108,110.76,73.84
688323.SH,20260108,28.68,19.12
688322.SH,20260108,111.84,74.56
688321.SH,20260108,38.34,25.56
688320.SH,20260108,43.32,28.88
688319.SH,20260108,33.43,22.29
688318.SH,20260108,174.48,116.32
688317.SH,20260108,24.83,16.55
688316.SH,20260108,74.59,49.73
688315.SH,20260108,16.68,11.12
688314.SH,20260108,48.38,32.26
688313.SH,20260108,106.56,71.04
688312.SH,20260108,42.01,28.01
688311.SH,20260108,63.07,42.05
688310.SH,20260108,19.0,12.66
688309.SH,20260108,28.42,18.94
688308.SH,20260108,39.76,26.5
688307.SH,20260108,55.1,36.74
688306.SH,20260108,14.09,9.39
688305.SH,20260108,77.35,51.57
688303.SH,20260108,33.89,22.59
688302.SH,20260108,63.58,42.38
688301.SH,20260108,129.96,86.64
688300.SH,20260108,78.84,52.56
688299.SH,20260108,21.31,14.21
688298.SH,20260108,29.56,19.7
688297.SH,20260108,58.78,39.18
688296.SH,20260108,16.03,10.69
688295.SH,20260108,38.64,25.76
688293.SH,20260108,61.81,41.21
688292.SH,20260108,34.9,23.26
688291.SH,20260108,55.61,37.07
688290.SH,20260108,75.17,50.11
688289.SH,20260108,23.16,15.44
688288.SH,20260108,33.74,22.5
688287.SH,20260108,7.15,4.77
688286.SH,20260108,98.24,65.5
688285.SH,20260108,10.75,7.17
688283.SH,20260108,53.72,35.82
688282.SH,20260108,83.94,55.96
688281.SH,20260108,90.29,60.19
688280.SH,20260108,10.79,7.19
688279.SH,20260108,231.3,154.2
688278.SH,20260108,101.16,67.44
688277.SH,20260108,20.1,13.4
688276.SH,20260108,23.39,15.59
688275.SH,20260108,89.95,59.97
688273.SH,20260108,65.83,43.89
688272.SH,20260108,38.09,25.39
688271.SH,20260108,161.03,107.35
688270.SH,20260108,158.32,105.54
688269.SH,20260108,49.92,33.28
688268.SH,20260108,79.76,53.18
688267.SH,20260108,34.6,23.06
688266.SH,20260108,119.88,79.92
688265.SH,20260108,53.76,35.84
688262.SH,20260108,39.46,26.3
688261.SH,20260108,107.98,71.98
688260.SH,20260108,35.98,23.98
688259.SH,20260108,51.56,34.38
688258.SH,20260108,113.38,75.58
688257.SH,20260108,46.6,31.06
688256.SH,20260108,1673.86,1115.9
688255.SH,20260108,43.8,29.2
688253.SH,20260108,37.14,24.76
688252.SH,20260108,26.71,17.81
688251.SH,20260108,33.59,22.39
688249.SH,20260108,44.69,29.79
688248.SH,20260108,58.32,38.88
688247.SH,20260108,12.07,8.05
688246.SH,20260108,28.74,19.16
688244.SH,20260108,30.67,20.45
688239.SH,20260108,79.5,53.0
688238.SH,20260108,8.58,5.72
688237.SH,20260108,60.07,40.05
688236.SH,20260108,30.77,20.51
688235.SH,20260108,369.52,246.34
688234.SH,20260108,112.86,75.24
688233.SH,20260108,98.4,65.6
688232.SH,20260108,30.18,20.12
688231.SH,20260108,32.63,21.75
688230.SH,20260108,92.02,61.34
688229.SH,20260108,76.62,51.08
688228.SH,20260108,276.84,184.56
688227.SH,20260108,86.74,57.82
688226.SH,20260108,48.1,32.06
688225.SH,20260108,24.04,16.02
688223.SH,20260108,7.28,4.86
688222.SH,20260108,36.53,24.35
688221.SH,20260108,28.85,19.23
688220.SH,20260108,106.19,70.79
688219.SH,20260108,14.82,9.88
688218.SH,20260108,27.31,18.21
688217.SH,20260108,34.98,23.32
688216.SH,20260108,27.88,18.58
688215.SH,20260108,88.82,59.22
688213.SH,20260108,116.65,77.77
688212.SH,20260108,55.78,37.18
688211.SH,20260108,37.33,24.89
688210.SH,20260108,63.3,42.2
688209.SH,20260108,26.98,17.98
688208.SH,20260108,44.1,29.4
688207.SH,20260108,19.06,12.7
688206.SH,20260108,45.44,30.3
688205.SH,20260108,190.54,127.02
688203.SH,20260108,15.5,10.34
688202.SH,20260108,78.59,52.39
688201.SH,20260108,17.57,11.71
688200.SH,20260108,251.59,167.73
688199.SH,20260108,32.4,21.6
688198.SH,20260108,132.19,88.13
688197.SH,20260108,45.86,30.58
688196.SH,20260108,71.46,47.64
